dataset,path,emotion_name,emotion_code,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,mel_0,mel_1,mel_2,mel_3,mel_4,mel_5,mel_6,mel_7,mel_8,mel_9,mel_10,mel_11,mel_12,mel_13,mel_14,mel_15,mel_16,mel_17,mel_18,mel_19,mel_20,mel_21,mel_22,mel_23,mel_24,mel_25,mel_26,mel_27,mel_28,mel_29,mel_30,mel_31,mel_32,mel_33,mel_34,mel_35,mel_36,mel_37,mel_38,mel_39,mel_40,mel_41,mel_42,mel_43,mel_44,mel_45,mel_46,mel_47,mel_48,mel_49,mel_50,mel_51,mel_52,mel_53,mel_54,mel_55,mel_56,mel_57,mel_58,mel_59,mel_60,mel_61,mel_62,mel_63,mel_64,mel_65,mel_66,mel_67,mel_68,mel_69,mel_70,mel_71,mel_72,mel_73,mel_74,mel_75,mel_76,mel_77,mel_78,mel_79,mel_80,mel_81,mel_82,mel_83,mel_84,mel_85,mel_86,mel_87,mel_88,mel_89,mel_90,mel_91,mel_92,mel_93,mel_94,mel_95,mel_96,mel_97,mel_98,mel_99,mel_100,mel_101,mel_102,mel_103,mel_104,mel_105,mel_106,mel_107,mel_108,mel_109,mel_110,mel_111,mel_112,mel_113,mel_114,mel_115,mel_116,mel_117,mel_118,mel_119,mel_120,mel_121,mel_122,mel_123,mel_124,mel_125,mel_126,mel_127,contrast_0,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,tonnetz_0,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_happy\OAF_merge_happy.wav,happy,3,-420.892822,92.185631,6.696846,-22.577148,6.129372,-7.845297,-14.179671,-17.255943,-7.860335,-16.198984,-14.014551,-1.932410,-5.395468,5.282091,-7.206368,11.038877,5.214025,-6.193457,0.553276,-0.137226,7.851000,3.805506,5.491513,5.174294,5.747883,3.865174,2.604911,5.047474,2.548125,6.739389,1.226745,6.560691,5.659655,6.994416,8.137855,11.123528,9.824107,6.800214,2.435963,3.025359,0.374010,0.320723,0.369428,0.363365,0.380114,0.509636,0.461709,0.358245,0.412683,0.440355,0.351621,0.311488,0.018858,0.000897,0.000105,0.000086,0.000932,0.010685,0.226674,0.425219,0.261847,0.320835,0.450469,0.928738,1.131335,0.571652,0.780511,0.523489,0.562691,0.777474,0.865029,0.610530,0.591243,0.744054,0.521095,0.823512,0.536520,0.161267,0.194816,0.148276,0.122549,0.090200,0.056269,0.044712,0.045305,0.042146,0.048564,0.071035,0.125092,0.075275,0.041283,0.042222,0.046511,0.047532,0.047947,0.037563,0.018941,0.015881,0.018316,0.027957,0.041350,0.036471,0.043215,0.069932,0.127337,0.299242,0.083388,0.014792,0.014053,0.015599,0.009619,0.013924,0.013496,0.008139,0.013687,0.019177,0.018806,0.017252,0.009180,0.009011,0.005426,0.008630,0.010047,0.013351,0.005889,0.002881,0.002234,0.001944,0.001227,0.001114,0.000752,0.001380,0.001790,0.001528,0.001086,0.001645,0.002118,0.001460,0.001148,0.000571,0.000518,0.000346,0.000233,0.000330,0.000290,0.000186,0.000125,0.000226,0.000358,0.000412,0.000772,0.001048,0.000700,0.000419,0.000554,0.000603,0.000787,0.001174,0.000989,0.000495,0.000511,0.000485,0.000427,0.000734,0.000980,0.000622,0.001534,0.001093,0.001027,0.001989,0.001332,0.002077,0.001916,0.001837,0.001279,0.000968,0.000679,0.000576,0.000292,0.000194,25.385038,21.520918,21.831369,18.214300,21.892164,19.073891,17.440298,-0.029425,0.041180,-0.119093,-0.027700,-0.023451,0.010514
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_happy\OAF_mess_happy.wav,happy,3,-408.330933,77.816795,4.128294,-14.800466,3.924257,-11.031421,-8.093224,-8.701512,-12.256289,-12.026235,-17.820887,2.049984,-6.660358,3.954913,-6.024977,7.964365,4.704649,-3.407506,1.745601,-0.989805,2.267644,1.936798,-0.548006,4.857219,4.173469,7.321861,3.974441,5.556365,3.797392,7.461306,7.544676,11.240707,10.137525,11.581333,8.623754,10.075351,6.788202,3.827107,1.047185,2.534484,0.358371,0.248576,0.224088,0.234888,0.295306,0.438759,0.435838,0.455311,0.476939,0.328167,0.230819,0.262519,0.024889,0.001090,0.000099,0.000070,0.000082,0.001696,0.107936,0.586393,0.525977,0.565313,0.935150,0.422176,0.329230,0.278295,0.518383,0.473362,0.605700,1.121035,0.969661,1.507746,1.208904,1.427623,0.334056,0.203321,0.379619,0.301533,0.179653,0.185187,0.207136,0.208675,0.143872,0.103950,0.123176,0.121822,0.147268,0.245930,0.093788,0.084894,0.073384,0.056657,0.050381,0.029796,0.022496,0.019385,0.017148,0.011255,0.014469,0.024198,0.041513,0.087795,0.073853,0.062175,0.044729,0.029083,0.005355,0.002725,0.005502,0.006083,0.002806,0.002007,0.003177,0.004166,0.005681,0.007736,0.008685,0.009875,0.013531,0.010803,0.007879,0.009267,0.014993,0.015141,0.014763,0.006728,0.001773,0.001070,0.000816,0.001246,0.001104,0.000898,0.000846,0.000570,0.000507,0.000906,0.001180,0.001468,0.001127,0.000854,0.000384,0.000286,0.000172,0.000106,0.000110,0.000127,0.000178,0.000155,0.000222,0.000325,0.000416,0.000685,0.000884,0.000774,0.001022,0.000834,0.000396,0.000468,0.000663,0.000797,0.001015,0.001316,0.001226,0.001144,0.001405,0.001618,0.002312,0.001958,0.001893,0.001906,0.002110,0.001942,0.001292,0.001685,0.001467,0.001027,0.000640,0.000474,0.000234,0.000068,24.601313,21.448233,23.986359,19.420683,18.930758,19.019514,17.185900,-0.015676,0.052112,-0.006575,0.022028,-0.012715,0.008566
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_happy\OAF_met_happy.wav,happy,3,-415.120483,85.382660,1.867974,-11.247807,10.793279,-14.921358,-5.622032,-10.484992,-10.853545,-12.758950,-16.787806,3.534985,-5.317745,2.064763,-7.850157,5.829223,3.817968,-3.235234,4.297965,-1.775825,4.155736,1.054570,3.386736,7.073727,1.822993,7.286147,0.805946,7.295922,2.832832,6.638702,4.055195,5.502815,9.771384,10.709623,10.112654,9.856046,8.486301,8.301181,3.478813,2.079350,0.261462,0.308087,0.258545,0.187725,0.241478,0.387781,0.517400,0.464577,0.435712,0.371042,0.317434,0.280389,0.029920,0.000985,0.000188,0.000157,0.000474,0.005229,0.285658,0.934560,0.610985,0.619083,0.568480,0.854326,0.304798,0.389626,0.672295,0.837751,0.856954,1.105211,0.784562,0.629912,0.363177,0.306374,0.253874,0.255052,0.087360,0.089826,0.089031,0.082574,0.090143,0.109221,0.086894,0.084512,0.093935,0.096463,0.152996,0.090964,0.038992,0.029638,0.036160,0.032158,0.021279,0.020323,0.027218,0.025175,0.018873,0.025859,0.037401,0.071064,0.070684,0.029002,0.038073,0.054107,0.055150,0.056930,0.046438,0.050367,0.019904,0.001979,0.002835,0.003016,0.002900,0.004617,0.011367,0.038205,0.013167,0.009905,0.009353,0.016164,0.023451,0.029097,0.022837,0.010859,0.008556,0.005912,0.004004,0.002599,0.002062,0.001499,0.001087,0.001364,0.001677,0.001480,0.001753,0.001068,0.001503,0.001600,0.001064,0.000664,0.000646,0.000346,0.000227,0.000125,0.000138,0.000152,0.000199,0.000133,0.000290,0.000592,0.000656,0.000494,0.000696,0.000718,0.001231,0.001716,0.001607,0.001111,0.001156,0.000744,0.000727,0.001249,0.000608,0.001106,0.001931,0.001958,0.002983,0.001968,0.001939,0.002056,0.002119,0.003446,0.002689,0.002285,0.001520,0.001227,0.000998,0.000513,0.000320,0.000140,26.166824,21.638298,23.112450,19.067791,19.689222,19.353901,17.115267,-0.028883,-0.018326,-0.093509,-0.041862,-0.001828,0.013306
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_happy\OAF_mill_happy.wav,happy,3,-430.049530,90.749596,13.012013,-20.519817,2.735497,-9.310330,-6.564702,-16.564564,-16.254532,-10.590946,-17.141317,-0.353131,-6.932805,1.631395,-5.875613,7.498162,3.012235,-3.079228,3.865358,-2.795142,7.859210,6.312272,2.687310,7.623334,3.686562,5.404126,3.776456,7.214509,5.732402,9.130176,0.257386,5.594580,7.048949,7.866557,6.880065,9.394208,6.724937,2.850564,-0.009184,2.117461,0.309584,0.333656,0.277516,0.295151,0.349501,0.396579,0.329619,0.376826,0.433024,0.313923,0.278550,0.240168,0.019376,0.001197,0.000131,0.000095,0.001627,0.008795,0.093008,0.211266,0.606225,0.707770,0.495440,1.439630,0.889828,0.708254,0.917521,0.830973,0.920050,1.127662,0.442484,0.414324,0.391355,0.299743,0.445405,0.189451,0.133185,0.111295,0.103426,0.102484,0.098086,0.102324,0.096249,0.069976,0.060632,0.045672,0.043087,0.062153,0.052955,0.033774,0.032070,0.049272,0.052097,0.031022,0.041663,0.020953,0.023346,0.021876,0.021386,0.042707,0.022854,0.016286,0.026824,0.028985,0.024150,0.015372,0.014560,0.011631,0.013791,0.014459,0.004652,0.002090,0.001894,0.002413,0.004618,0.007688,0.007914,0.002584,0.001115,0.001059,0.000859,0.000961,0.001006,0.001741,0.001804,0.002257,0.001696,0.000520,0.000363,0.000506,0.000448,0.000489,0.000527,0.000371,0.000290,0.000543,0.000590,0.001049,0.001449,0.000958,0.000380,0.000292,0.000158,0.000107,0.000072,0.000070,0.000074,0.000083,0.000117,0.000183,0.000254,0.000497,0.000495,0.000200,0.000178,0.000152,0.000159,0.000234,0.000305,0.000166,0.000514,0.000491,0.000369,0.000973,0.001534,0.000999,0.001612,0.000965,0.001156,0.001177,0.000943,0.001500,0.000960,0.000513,0.000520,0.000456,0.000451,0.000378,0.000197,0.000127,25.237862,21.639078,23.279369,19.661978,19.304985,19.306997,17.531103,-0.003230,-0.006107,-0.144156,-0.073487,-0.012520,0.014783
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_happy\OAF_mob_happy.wav,happy,3,-389.865875,87.864853,1.418427,-29.366852,-8.043877,-6.619602,-5.890081,-14.893716,-18.237295,-7.034123,-16.760571,1.879691,-7.479815,6.715065,-2.270338,8.300896,10.390627,-5.286892,5.492246,1.340049,2.025879,4.916180,1.085565,5.358266,7.313794,5.862179,10.070539,11.439570,5.123897,6.450921,-2.161046,7.678505,8.175136,9.767548,3.613894,7.509346,4.239287,2.561695,0.668771,2.982858,0.210502,0.343933,0.370808,0.342060,0.315900,0.351890,0.383149,0.327020,0.331619,0.402661,0.463016,0.306130,0.033181,0.001217,0.000143,0.000142,0.000699,0.009532,0.057192,0.238063,0.305618,1.133949,0.539156,0.925448,0.650428,0.634284,0.677112,0.816089,0.671224,1.185900,3.014208,2.124703,1.325629,0.516491,0.672798,0.331840,0.127932,0.235269,0.193139,0.224453,0.333066,0.291742,0.214887,0.188806,0.172749,0.124538,0.158814,0.186743,0.183359,0.254176,0.299080,0.405803,0.165211,0.097044,0.083500,0.068312,0.071019,0.108907,0.161091,0.233754,0.287971,0.296294,0.224291,0.139002,0.065534,0.035763,0.023257,0.016767,0.036906,0.030449,0.004123,0.002805,0.002297,0.002360,0.003085,0.007121,0.018699,0.003840,0.002507,0.002213,0.001646,0.002651,0.002567,0.002229,0.002237,0.001189,0.000868,0.000712,0.000522,0.001054,0.001079,0.001089,0.000582,0.000361,0.000374,0.000586,0.000963,0.001664,0.001320,0.000688,0.000367,0.000328,0.000283,0.000160,0.000137,0.000144,0.000249,0.000554,0.001010,0.001083,0.000988,0.001166,0.001499,0.000532,0.000462,0.000906,0.000850,0.001040,0.001777,0.002203,0.002127,0.002585,0.002747,0.001689,0.001688,0.002027,0.002428,0.002561,0.003505,0.003601,0.004557,0.003769,0.001778,0.002902,0.003904,0.003881,0.002050,0.001375,0.000626,0.000220,25.200191,22.525957,24.029692,21.624369,19.165691,20.204405,17.091896,-0.053495,-0.029097,-0.071344,-0.121755,0.019104,-0.012788
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_happy\OAF_mode_happy.wav,happy,3,-388.336212,102.766113,13.046444,-23.753147,-7.202263,-14.832318,-2.864603,-17.647692,-15.619823,-16.696966,-18.758162,0.394057,-6.210471,3.152286,-5.526912,7.084689,3.264257,-2.476906,3.102006,2.782881,5.609003,4.052842,1.294082,-0.281513,2.685571,4.937295,1.404190,7.209765,-0.613019,8.119409,4.141819,6.860126,7.260191,9.771964,8.451867,8.537310,5.534131,5.708019,4.376372,5.351655,0.200133,0.243364,0.260166,0.295716,0.294148,0.402303,0.536014,0.456230,0.403435,0.418833,0.343978,0.312185,0.021823,0.001186,0.000269,0.000193,0.000449,0.010769,0.570128,1.526389,0.731143,0.619557,0.605383,1.111684,2.762216,0.926386,1.079562,1.551311,1.197919,1.387797,1.389890,1.094570,1.133698,0.614085,0.444025,0.431864,0.498523,0.685653,0.567763,0.472090,0.445845,0.387345,0.357720,0.455530,0.484167,0.393820,0.325227,0.326334,0.419973,0.308659,0.158456,0.168257,0.149142,0.140071,0.099185,0.041745,0.032098,0.038846,0.033829,0.024842,0.019965,0.013997,0.016643,0.016942,0.010946,0.012516,0.006550,0.004715,0.004025,0.005603,0.006817,0.005213,0.009242,0.005705,0.003265,0.006638,0.011146,0.006736,0.004967,0.005173,0.005032,0.002789,0.003448,0.003385,0.003020,0.001550,0.001389,0.002422,0.001713,0.001398,0.001033,0.000873,0.000748,0.000555,0.000569,0.000830,0.001314,0.001863,0.001309,0.000895,0.000803,0.000687,0.000484,0.000223,0.000313,0.000364,0.000698,0.001312,0.001143,0.003117,0.002987,0.001340,0.000952,0.001891,0.002923,0.005357,0.006713,0.006141,0.002667,0.001761,0.001204,0.000729,0.000608,0.001250,0.002110,0.001764,0.002421,0.002420,0.001643,0.002200,0.002263,0.001990,0.002840,0.002995,0.002867,0.002662,0.001970,0.001234,0.000691,0.000306,24.751028,22.475693,21.958761,19.783768,18.975925,18.986223,16.938368,-0.028541,-0.002613,-0.033093,-0.075338,-0.027951,0.023495
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_happy\OAF_mood_happy.wav,happy,3,-411.166901,86.863289,15.975124,-12.235495,1.563178,-12.231349,-4.397948,-15.640316,-16.856981,-16.100241,-15.126642,-2.689828,-6.266610,4.840776,-2.675876,9.799707,7.916807,-1.715808,2.024550,3.110842,2.924840,2.533735,2.489558,6.704033,6.733826,6.455256,7.205760,11.263124,5.527293,7.141905,-0.347938,5.146186,4.884417,9.035617,6.293060,5.169604,5.860398,3.272768,2.170210,4.058409,0.153346,0.194972,0.247006,0.288637,0.308210,0.327538,0.398026,0.325297,0.316333,0.328205,0.419374,0.323762,0.043307,0.001040,0.000309,0.000102,0.000143,0.012211,0.138745,0.381199,0.501016,1.330620,1.020522,1.587540,1.133279,1.852214,3.198592,2.648408,2.041520,2.224668,4.084525,9.348418,3.317601,0.252130,0.276560,0.147777,0.456862,1.220762,1.070889,0.492732,0.428422,0.324273,0.186068,0.109675,0.079159,0.056708,0.056521,0.058859,0.056015,0.061116,0.103580,0.151732,0.122998,0.043235,0.040583,0.052688,0.100687,0.167015,0.176154,0.134840,0.063217,0.034115,0.031292,0.033134,0.025216,0.013723,0.020968,0.026393,0.007578,0.005134,0.001553,0.002393,0.003840,0.004426,0.006329,0.008523,0.010359,0.015216,0.011933,0.026478,0.025119,0.018618,0.016754,0.011988,0.011464,0.005492,0.004728,0.004085,0.006099,0.004231,0.003292,0.004474,0.002659,0.001867,0.000907,0.000780,0.001751,0.001561,0.001213,0.000754,0.000425,0.000481,0.000296,0.000134,0.000121,0.000163,0.000260,0.000224,0.000246,0.000313,0.000367,0.000664,0.001262,0.000303,0.000214,0.000280,0.000453,0.000871,0.000757,0.000629,0.000545,0.000793,0.001229,0.001145,0.001606,0.002253,0.002180,0.001781,0.001664,0.002460,0.003553,0.003056,0.002472,0.003095,0.001908,0.001730,0.001962,0.001361,0.000361,0.000174,24.574686,23.854095,24.249422,20.401022,20.059671,19.167618,17.555777,-0.049505,-0.042066,-0.059286,-0.158844,0.020865,0.021057
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_happy\OAF_moon_happy.wav,happy,3,-432.896362,97.777939,17.159550,-13.363584,0.337763,-8.656667,-4.263668,-12.812888,-17.033794,-17.779419,-19.956139,-1.116793,-4.205932,2.541698,-4.651667,6.183009,7.041410,-2.821490,3.444015,1.647628,5.126311,5.369761,7.560426,7.295990,6.323176,8.570565,2.711463,9.793247,0.166138,5.774884,-2.628980,1.968983,3.119122,3.318908,5.683934,4.696318,6.824519,5.832811,8.263695,5.414310,0.392344,0.312149,0.359634,0.404931,0.384546,0.474802,0.379210,0.252336,0.248854,0.264359,0.334575,0.376335,0.033898,0.000862,0.000146,0.000121,0.002099,0.076445,0.198281,0.159458,0.496391,2.950712,1.201507,1.556543,2.343258,2.910947,2.896409,1.612629,0.905360,0.500154,0.430650,0.177546,0.242989,0.483139,0.309548,0.081597,0.074111,0.113683,0.122593,0.066882,0.046420,0.037802,0.031462,0.016928,0.014288,0.018005,0.018665,0.023675,0.026787,0.032118,0.034345,0.047581,0.071764,0.109422,0.159130,0.148002,0.089005,0.030699,0.014950,0.006487,0.004334,0.004087,0.008507,0.006115,0.002268,0.001554,0.001722,0.001706,0.002022,0.002176,0.002744,0.006126,0.003262,0.001835,0.002204,0.002588,0.003692,0.005279,0.006781,0.009894,0.008407,0.004777,0.002799,0.002196,0.001515,0.001189,0.000782,0.000467,0.000307,0.000468,0.000447,0.000434,0.000405,0.000291,0.000297,0.000427,0.000619,0.000537,0.000330,0.000312,0.000325,0.000193,0.000108,0.000052,0.000084,0.000101,0.000138,0.000159,0.000223,0.000391,0.000771,0.000911,0.000553,0.000419,0.000721,0.000655,0.000647,0.000814,0.000581,0.000463,0.000393,0.000418,0.000242,0.000489,0.001167,0.000973,0.000984,0.000782,0.000600,0.000682,0.000730,0.000857,0.001024,0.002590,0.001346,0.000859,0.000687,0.000782,0.000595,0.000184,24.753887,23.405651,22.589306,19.947620,18.108215,19.193483,16.584435,-0.042571,0.037733,-0.031966,-0.073170,0.004514,-0.005831
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_happy\OAF_mop_happy.wav,happy,3,-441.858734,90.947357,11.753182,-16.774914,-2.091584,-4.128209,0.575831,-12.409973,-11.781487,-10.281240,-12.931594,2.943639,-3.011524,5.108924,0.195232,7.359157,8.759974,-6.188729,2.118460,1.864323,0.830400,3.369173,1.236959,4.113194,9.417574,8.655053,6.756593,9.262698,4.938595,7.321122,5.952605,9.603449,10.299638,11.897179,5.968289,6.956788,4.423210,1.830187,1.803583,2.934300,0.362796,0.384590,0.384346,0.280956,0.274053,0.268203,0.420439,0.467137,0.438305,0.442786,0.451525,0.387114,1.215126,0.100812,0.003459,0.000975,0.000298,0.001708,0.086301,0.510231,0.582911,0.813313,1.161062,0.552459,0.314797,0.235254,0.412795,0.988155,0.498231,0.604604,1.299340,2.113588,1.395142,1.419076,0.569250,0.543089,0.468850,0.157046,0.187068,0.168778,0.147384,0.128999,0.131006,0.117133,0.125054,0.116770,0.137377,0.207864,0.421010,0.191432,0.152614,0.190227,0.161302,0.144381,0.152262,0.121345,0.093367,0.105322,0.120183,0.123941,0.161430,0.140141,0.108726,0.079190,0.074420,0.044627,0.012139,0.002781,0.003897,0.006587,0.002871,0.002150,0.003536,0.008673,0.005029,0.005218,0.007927,0.004067,0.004134,0.006469,0.005313,0.006684,0.010281,0.007179,0.003498,0.001601,0.001240,0.001189,0.001037,0.001342,0.000644,0.000705,0.000789,0.000646,0.000567,0.000580,0.000846,0.001227,0.000749,0.000376,0.000246,0.000192,0.000118,0.000059,0.000081,0.000149,0.000221,0.000219,0.000284,0.000394,0.000381,0.000438,0.000637,0.000184,0.000167,0.000216,0.000409,0.000848,0.000854,0.000770,0.000551,0.000567,0.000633,0.000717,0.000886,0.000663,0.000782,0.000932,0.000880,0.001370,0.001303,0.001572,0.001637,0.001383,0.001256,0.001390,0.001151,0.001015,0.000618,0.000194,26.038584,21.911898,23.336443,21.049227,19.045023,19.020926,16.397804,-0.027811,-0.005515,-0.033442,-0.022913,0.024659,0.033345
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_happy\OAF_mouse_happy.wav,happy,3,-448.330627,82.530640,9.061190,-15.440228,-1.867811,-4.379117,-5.807832,-13.260353,-13.711735,-7.325956,-12.249630,-0.999666,-3.061697,7.271897,-2.784606,10.048680,8.413706,-2.546297,3.042158,-0.834605,-0.988056,2.961106,-0.416370,7.203381,6.955757,5.499542,1.978718,7.767928,5.090444,5.857888,4.458128,7.029857,5.770102,7.583244,4.197035,9.471561,9.039780,10.764626,6.307093,5.954401,0.273698,0.245711,0.163807,0.279736,0.483876,0.351023,0.348989,0.338201,0.353197,0.396299,0.388096,0.338062,0.026124,0.000891,0.000079,0.000067,0.000102,0.007754,0.172832,0.335453,0.265254,0.251585,0.423088,0.499322,0.156490,0.374700,0.371946,0.384193,0.465882,0.772620,1.056915,0.585427,0.491198,0.244111,0.174526,0.173266,0.104231,0.061140,0.073630,0.076463,0.108042,0.122437,0.108827,0.101172,0.113392,0.105616,0.124634,0.149970,0.186594,0.277890,0.168451,0.042072,0.038757,0.047651,0.060621,0.045495,0.036543,0.036255,0.044884,0.045222,0.043286,0.039369,0.037204,0.052438,0.065414,0.085662,0.103566,0.040647,0.007455,0.002440,0.001956,0.000778,0.000465,0.000638,0.002698,0.004880,0.001529,0.001107,0.001179,0.000660,0.000435,0.000634,0.000480,0.000812,0.000768,0.000541,0.000496,0.000715,0.000604,0.000589,0.000464,0.000383,0.000283,0.000219,0.000294,0.000613,0.000678,0.000554,0.000428,0.000279,0.000249,0.000174,0.000109,0.000063,0.000057,0.000108,0.000199,0.000166,0.000295,0.000589,0.000690,0.000457,0.000216,0.000207,0.000259,0.000153,0.000172,0.000249,0.000209,0.000314,0.000457,0.000381,0.000520,0.001005,0.001493,0.001063,0.001346,0.001092,0.000716,0.000668,0.000434,0.000624,0.000542,0.000446,0.000330,0.000392,0.000259,0.000165,0.000096,0.000042,25.963150,21.152037,21.159046,19.603294,18.689999,18.570435,17.416159,0.032151,-0.010612,-0.047505,0.070039,0.021732,-0.034887
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_happy\OAF_nag_happy.wav,happy,3,-416.108276,87.102699,0.004487,-7.627149,4.662143,-18.858900,-4.141734,-6.555723,-8.919873,-8.398494,-11.465255,1.960623,-7.389808,4.034794,-4.686584,9.658133,4.091450,-4.413199,5.384999,-0.131096,4.853494,4.109848,1.845063,7.366977,3.576014,7.172416,1.521641,4.851846,2.469627,5.216223,3.595297,9.037199,8.884352,11.294443,7.523807,8.881000,5.334347,0.166850,0.016763,1.830175,0.339374,0.344561,0.270967,0.241735,0.325142,0.472239,0.505886,0.465882,0.368902,0.312357,0.267911,0.321035,0.024299,0.001348,0.000373,0.000236,0.000371,0.002548,0.133286,0.507655,0.549220,0.358448,0.525098,1.129367,0.549785,0.192163,0.609214,0.789563,0.403123,0.290103,0.304855,0.306507,0.512765,0.689423,0.533985,0.219645,0.169748,0.090164,0.109017,0.155771,0.329627,0.532452,0.550234,0.466786,0.421796,0.216583,0.191789,0.212373,0.201742,0.254970,0.175916,0.048424,0.030591,0.033069,0.039476,0.028685,0.020148,0.017871,0.024463,0.040717,0.067772,0.039358,0.034448,0.037840,0.028591,0.022821,0.024942,0.014180,0.008816,0.020742,0.013845,0.004863,0.005819,0.007943,0.010756,0.016518,0.016743,0.018606,0.020594,0.019599,0.017326,0.016827,0.016994,0.029585,0.031843,0.018187,0.011889,0.005833,0.003853,0.004734,0.004095,0.003704,0.002699,0.002275,0.001541,0.001845,0.002322,0.002408,0.001939,0.001124,0.000781,0.000840,0.000422,0.000305,0.000255,0.000227,0.000218,0.000224,0.000206,0.000216,0.000407,0.000636,0.000335,0.000212,0.000246,0.000276,0.000221,0.000392,0.000524,0.000558,0.001040,0.001714,0.000571,0.001086,0.001693,0.001024,0.001655,0.001281,0.001151,0.001141,0.001404,0.001738,0.001229,0.001389,0.001042,0.000771,0.000591,0.000572,0.000387,0.000127,24.210667,21.403530,22.210033,18.594349,19.322783,19.259678,16.819563,-0.005888,-0.000595,-0.039643,-0.073450,0.002711,0.012782
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_happy\OAF_name_happy.wav,happy,3,-427.937988,86.723495,14.306267,-0.436892,2.218696,-10.726526,-2.010817,-12.354020,-17.916758,-13.251931,-17.893566,1.721829,-5.160264,4.574668,-6.943250,9.549195,6.693336,-4.218218,-1.022118,-2.389563,2.454598,0.151039,0.357210,4.223956,6.034664,3.871154,-0.875511,4.583899,3.983991,10.268598,5.193436,7.765871,5.768530,7.526077,6.777164,9.272469,8.883940,7.044094,7.535590,4.023104,0.335832,0.211315,0.226253,0.227937,0.330511,0.286894,0.298754,0.379259,0.412333,0.333663,0.187133,0.320271,0.028255,0.001339,0.000381,0.000275,0.005329,0.039658,0.312289,0.857210,0.532897,0.468891,1.056021,0.511563,0.359892,0.527331,0.631315,0.582082,1.288998,1.991686,1.794198,0.595868,0.641673,0.763828,0.945423,0.253138,0.142321,0.133737,0.158745,0.141821,0.098874,0.054789,0.027507,0.021521,0.026278,0.078028,0.112899,0.088881,0.082900,0.062563,0.026169,0.015494,0.013005,0.010172,0.010852,0.011056,0.016841,0.025714,0.025485,0.034191,0.030457,0.025823,0.023050,0.025860,0.020089,0.017823,0.010263,0.001484,0.001299,0.002082,0.001898,0.003216,0.003273,0.007754,0.004341,0.003420,0.004458,0.004688,0.004326,0.009660,0.019565,0.006414,0.008385,0.011199,0.010961,0.005217,0.003763,0.002287,0.001669,0.001820,0.002568,0.002598,0.002542,0.001176,0.001300,0.001277,0.001848,0.002340,0.001100,0.000724,0.000579,0.000630,0.000406,0.000189,0.000174,0.000242,0.000374,0.000408,0.000494,0.000572,0.000653,0.001775,0.001660,0.000833,0.000460,0.000782,0.001089,0.001288,0.001091,0.001041,0.000747,0.001140,0.001152,0.000926,0.001244,0.001345,0.001398,0.001364,0.001802,0.003028,0.003390,0.003140,0.003081,0.004085,0.003217,0.002917,0.001029,0.001333,0.000570,0.000230,25.040857,22.579386,24.592554,20.976162,18.776045,18.647228,17.449568,0.030875,0.063282,-0.048426,0.107651,-0.009368,0.004571
