dataset,path,emotion_name,emotion_code,smile_F0semitoneFrom27.5Hz_sma3nz_amean,smile_F0semitoneFrom27.5Hz_sma3nz_stddevNorm,smile_F0semitoneFrom27.5Hz_sma3nz_percentile20.0,smile_F0semitoneFrom27.5Hz_sma3nz_percentile50.0,smile_F0semitoneFrom27.5Hz_sma3nz_percentile80.0,smile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,smile_F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,smile_F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,smile_F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,smile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,smile_loudness_sma3_amean,smile_loudness_sma3_stddevNorm,smile_loudness_sma3_percentile20.0,smile_loudness_sma3_percentile50.0,smile_loudness_sma3_percentile80.0,smile_loudness_sma3_pctlrange0-2,smile_loudness_sma3_meanRisingSlope,smile_loudness_sma3_stddevRisingSlope,smile_loudness_sma3_meanFallingSlope,smile_loudness_sma3_stddevFallingSlope,smile_spectralFlux_sma3_amean,smile_spectralFlux_sma3_stddevNorm,smile_mfcc1_sma3_amean,smile_mfcc1_sma3_stddevNorm,smile_mfcc2_sma3_amean,smile_mfcc2_sma3_stddevNorm,smile_mfcc3_sma3_amean,smile_mfcc3_sma3_stddevNorm,smile_mfcc4_sma3_amean,smile_mfcc4_sma3_stddevNorm,smile_jitterLocal_sma3nz_amean,smile_jitterLocal_sma3nz_stddevNorm,smile_shimmerLocaldB_sma3nz_amean,smile_shimmerLocaldB_sma3nz_stddevNorm,smile_HNRdBACF_sma3nz_amean,smile_HNRdBACF_sma3nz_stddevNorm,smile_logRelF0-H1-H2_sma3nz_amean,smile_logRelF0-H1-H2_sma3nz_stddevNorm,smile_logRelF0-H1-A3_sma3nz_amean,smile_logRelF0-H1-A3_sma3nz_stddevNorm,smile_F1frequency_sma3nz_amean,smile_F1frequency_sma3nz_stddevNorm,smile_F1bandwidth_sma3nz_amean,smile_F1bandwidth_sma3nz_stddevNorm,smile_F1amplitudeLogRelF0_sma3nz_amean,smile_F1amplitudeLogRelF0_sma3nz_stddevNorm,smile_F2frequency_sma3nz_amean,smile_F2frequency_sma3nz_stddevNorm,smile_F2bandwidth_sma3nz_amean,smile_F2bandwidth_sma3nz_stddevNorm,smile_F2amplitudeLogRelF0_sma3nz_amean,smile_F2amplitudeLogRelF0_sma3nz_stddevNorm,smile_F3frequency_sma3nz_amean,smile_F3frequency_sma3nz_stddevNorm,smile_F3bandwidth_sma3nz_amean,smile_F3bandwidth_sma3nz_stddevNorm,smile_F3amplitudeLogRelF0_sma3nz_amean,smile_F3amplitudeLogRelF0_sma3nz_stddevNorm,smile_alphaRatioV_sma3nz_amean,smile_alphaRatioV_sma3nz_stddevNorm,smile_hammarbergIndexV_sma3nz_amean,smile_hammarbergIndexV_sma3nz_stddevNorm,smile_slopeV0-500_sma3nz_amean,smile_slopeV0-500_sma3nz_stddevNorm,smile_slopeV500-1500_sma3nz_amean,smile_slopeV500-1500_sma3nz_stddevNorm,smile_spectralFluxV_sma3nz_amean,smile_spectralFluxV_sma3nz_stddevNorm,smile_mfcc1V_sma3nz_amean,smile_mfcc1V_sma3nz_stddevNorm,smile_mfcc2V_sma3nz_amean,smile_mfcc2V_sma3nz_stddevNorm,smile_mfcc3V_sma3nz_amean,smile_mfcc3V_sma3nz_stddevNorm,smile_mfcc4V_sma3nz_amean,smile_mfcc4V_sma3nz_stddevNorm,smile_alphaRatioUV_sma3nz_amean,smile_hammarbergIndexUV_sma3nz_amean,smile_slopeUV0-500_sma3nz_amean,smile_slopeUV500-1500_sma3nz_amean,smile_spectralFluxUV_sma3nz_amean,smile_loudnessPeaksPerSec,smile_VoicedSegmentsPerSec,smile_MeanVoicedSegmentLengthSec,smile_StddevVoicedSegmentLengthSec,smile_MeanUnvoicedSegmentLength,smile_StddevUnvoicedSegmentLength,smile_equivalentSoundLevel_dBp
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_neutral\OAF_road_neutral.wav,neutral,1,32.340450,0.021176,31.860386,32.333786,32.682968,0.822582,12.853686,5.467392,14.560951,6.188018,0.162178,0.489412,0.073317,0.171481,0.232872,0.159554,0.979363,0.750388,0.768917,0.294963,0.027819,0.633229,31.868544,0.714247,20.007961,0.456861,0.322388,52.192135,-1.171291,-14.999144,0.006423,1.226847,0.540726,1.179058,10.980668,0.124579,10.128078,0.962507,43.214649,0.280803,666.403564,0.377500,1382.997070,0.204944,-42.134140,-1.776218,1786.474854,0.167421,1119.429565,0.242766,-57.476772,-1.121644,2948.353516,0.108599,1039.899414,0.277850,-67.027008,-0.894970,-22.629438,-0.417195,39.678993,0.256665,0.023934,1.264854,-0.010939,-2.296485,0.030227,0.611515,40.941505,0.259317,20.497322,0.472589,-2.177647,-7.843814,-2.218942,-8.186235,-8.980875,17.611959,-0.030689,0.022248,0.017682,1.932367,0.497512,1.670000,0.000000,0.320000,0.000000,-38.684940
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_neutral\OAF_room_neutral.wav,neutral,1,33.603256,0.020125,33.193699,33.497940,33.870804,0.677105,16.095272,18.281841,94.747765,184.202805,0.191902,0.497762,0.095568,0.194220,0.287748,0.192180,1.227396,0.619464,0.687845,0.408957,0.029012,0.697042,30.354027,0.781346,16.759724,0.573291,0.210240,64.073921,2.204190,5.239653,0.005070,1.103979,0.444327,0.879734,11.879702,0.102531,18.792889,0.449406,44.241512,0.290892,681.807129,0.366848,1382.400635,0.157187,-43.693047,-1.708266,1772.315796,0.167985,1124.653198,0.310785,-56.168667,-1.155751,2946.370117,0.110267,1033.393188,0.247273,-67.582100,-0.885283,-20.202997,-0.382579,39.059662,0.263441,0.025868,0.820631,0.001647,10.639835,0.031980,0.664132,39.394653,0.282290,16.449224,0.608649,-2.101828,-6.208839,2.581522,4.378641,-5.779803,14.013656,-0.024485,0.023901,0.018099,2.040816,1.052632,0.780000,0.350000,0.290000,0.000000,-36.515133
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_neutral\OAF_rose_neutral.wav,neutral,1,32.227005,0.017341,31.674496,32.334766,32.665398,0.990902,10.094378,6.135481,12.298349,7.912711,0.162796,0.522264,0.075830,0.156430,0.225343,0.149513,0.912273,0.463260,0.835717,0.202418,0.030466,0.657132,27.595303,0.824835,19.751188,0.395007,3.284936,4.707919,0.326621,48.435963,0.004560,0.826771,0.462819,0.862527,11.202885,0.104414,9.031525,1.084490,39.776257,0.231653,619.300171,0.409721,1388.588379,0.158353,-50.892849,-1.609304,1722.429077,0.192604,1126.809082,0.290708,-63.084198,-1.122604,2869.679443,0.113699,1035.921265,0.275360,-71.464737,-0.926284,-21.612070,-0.352358,37.145199,0.193711,0.022368,1.327670,-0.008278,-2.752794,0.031841,0.685915,38.456417,0.247431,20.192106,0.397540,-0.628792,-22.932308,-1.145612,-15.019490,-13.317099,22.221575,-0.048672,0.029987,0.026636,1.941748,0.497512,1.580000,0.000000,0.200000,0.100000,-38.238617
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_neutral\OAF_rot_neutral.wav,neutral,1,33.643810,0.019894,33.150875,33.625259,34.231918,1.081043,18.522804,14.232419,38.093525,60.739620,0.204847,0.532560,0.076094,0.218825,0.304403,0.228309,1.557667,0.724991,0.864811,0.601756,0.031584,0.624125,28.164055,0.776043,11.085065,1.033061,-5.348210,-3.450559,2.174367,6.388428,0.005870,1.300795,0.593361,1.266068,11.283478,0.166819,10.717176,0.793545,37.496758,0.347699,648.160828,0.377293,1396.398315,0.175419,-52.228619,-1.593663,1688.889160,0.172848,1141.531860,0.310378,-60.379185,-1.243483,2836.615967,0.118135,1047.335815,0.310888,-72.028893,-0.956916,-16.521236,-0.566596,34.898621,0.332018,0.025427,1.093813,-0.001517,-13.838408,0.033958,0.612351,37.127636,0.322271,11.493422,0.978116,-9.676231,-1.854744,2.863558,5.167589,-10.257211,20.092249,-0.015106,0.013298,0.026062,2.870814,0.980392,0.780000,0.470000,0.143333,0.098432,-38.089638
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_neutral\OAF_rough_neutral.wav,neutral,1,31.387299,0.099908,31.305822,32.134869,32.642967,1.337145,95.428574,0.000000,11.890733,2.982139,0.165932,0.520931,0.071268,0.155105,0.236911,0.165643,0.858002,0.338355,0.862668,0.216680,0.026792,0.718817,26.691198,0.962394,16.034813,0.659873,-0.895472,-19.591923,4.304175,2.754808,0.016934,3.316441,0.442391,0.703956,10.251555,0.230355,8.510500,1.018536,40.157707,0.303831,614.261108,0.395159,1370.302490,0.120688,-46.195496,-1.755363,1647.756104,0.171417,1092.863525,0.255820,-58.726063,-1.236628,2830.767334,0.114992,992.445496,0.328418,-71.223755,-0.929382,-18.087521,-0.523365,36.118656,0.266511,0.022470,0.905289,-0.005256,-3.534336,0.029349,0.713815,38.982933,0.306267,16.881807,0.663046,-3.994932,-4.570104,4.035622,2.922824,-6.311660,15.364264,-0.032397,0.030865,0.019345,2.020202,0.518135,1.520000,0.000000,0.190000,0.110000,-39.727730
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_neutral\OAF_rush_neutral.wav,neutral,1,32.651432,0.020667,32.181721,32.656471,32.918346,0.736626,10.712378,4.922236,6.609198,2.853541,0.190914,0.457864,0.105535,0.190727,0.259821,0.154286,1.042397,0.354282,0.779799,0.760547,0.028796,0.640136,27.811115,0.898586,12.896404,0.777054,1.080746,18.626236,3.562830,3.137322,0.004360,0.733189,0.401251,1.056856,11.497458,0.090976,10.443989,0.935487,41.036186,0.344055,535.462341,0.370789,1403.630493,0.199440,-53.940735,-1.607789,1584.880493,0.161015,1012.627991,0.217812,-65.022934,-1.200082,2770.608398,0.097930,1008.253296,0.248949,-77.618912,-0.912529,-18.761307,-0.410109,37.371544,0.271943,0.023424,1.022726,-0.006560,-2.611146,0.030729,0.634330,40.980442,0.264624,13.829248,0.725496,-5.041626,-3.808127,3.790488,3.009963,-7.156106,15.019197,-0.020820,0.021986,0.024705,2.325582,0.476191,1.570000,0.000000,0.250000,0.070000,-38.178043
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_neutral\OAF_said_neutral.wav,neutral,1,33.664333,0.016734,33.357727,33.735676,33.961140,0.603413,15.269893,14.922110,14.797088,8.541673,0.202498,0.482164,0.111973,0.203972,0.299849,0.187876,1.374108,0.860605,0.590846,0.607702,0.036268,0.672904,19.368174,1.438131,14.123137,0.749506,4.981657,3.189388,4.501234,2.662234,0.004627,0.787850,0.460200,0.937910,11.312982,0.160215,12.794539,0.808340,35.662560,0.337733,588.235901,0.374009,1367.337524,0.129923,-63.036457,-1.424588,1708.366211,0.148772,997.097351,0.303783,-73.011017,-1.095798,2847.981934,0.100313,972.548340,0.386242,-79.897598,-0.945410,-18.173922,-0.484165,31.230642,0.346727,0.021068,1.192313,-0.004770,-3.972111,0.041076,0.651831,34.605370,0.372789,11.424951,0.985997,1.009377,16.090023,5.327925,2.403608,-5.091101,13.224496,-0.042212,0.028316,0.023642,2.000000,1.030928,0.685000,0.435000,0.265000,0.015000,-37.604580
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_neutral\OAF_sail_neutral.wav,neutral,1,33.651840,0.018491,33.274094,33.605076,33.984695,0.710602,20.398275,17.198027,7.986108,5.959236,0.189628,0.484480,0.107650,0.180575,0.279633,0.171983,0.814761,0.754235,0.726075,0.161528,0.029012,0.775610,17.742191,1.483186,14.237855,0.607890,3.340766,4.586504,1.360765,8.988528,0.005977,1.554210,0.576746,0.832836,11.640326,0.124230,14.483473,0.738638,34.598282,0.344720,561.070007,0.386595,1374.297485,0.145244,-69.568291,-1.330674,1626.518311,0.139190,970.738770,0.302091,-75.332207,-1.099513,2776.108887,0.090793,860.823059,0.305319,-82.603333,-0.946354,-17.691193,-0.479464,30.768867,0.355486,0.026456,0.899733,-0.004596,-3.594443,0.034018,0.754082,32.607796,0.381554,13.580725,0.720813,-0.215069,-74.311363,3.424840,3.768994,-5.281058,13.789590,-0.031908,0.028880,0.018384,1.951220,1.005025,0.680000,0.350000,0.295000,0.055000,-38.598808
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_neutral\OAF_search_neutral.wav,neutral,1,32.337036,0.023062,31.764187,32.340775,32.768711,1.004524,27.047199,30.119370,10.141289,8.614058,0.164588,0.502546,0.085162,0.158041,0.245288,0.160126,1.163370,0.540156,0.770891,0.590941,0.027478,0.641096,15.631704,1.864882,14.709828,0.595617,2.738896,6.518765,6.955419,1.930937,0.005355,1.150719,0.552664,1.223030,10.849060,0.135371,9.477728,0.897537,38.580421,0.309146,599.355042,0.431172,1348.175171,0.164955,-90.137985,-1.073619,1608.379395,0.164770,1116.220947,0.377274,-96.053070,-0.918543,2753.835938,0.108483,943.316528,0.275081,-104.468071,-0.775707,-17.931549,-0.492588,35.277561,0.292689,0.022572,1.031565,-0.005282,-3.388930,0.033742,0.577633,36.727020,0.363468,16.682396,0.539459,-2.960795,-6.676776,8.216880,1.706003,-6.673681,16.506826,-0.027499,0.026054,0.020044,2.643172,0.900901,0.635000,0.435000,0.300000,0.089815,-39.778488
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_neutral\OAF_seize_neutral.wav,neutral,1,32.895096,0.019290,32.454018,32.751736,33.401371,0.947353,15.055775,14.718680,9.797661,4.636135,0.161200,0.486180,0.101199,0.153372,0.232381,0.131182,0.650428,0.515016,0.973808,0.371471,0.026355,0.716096,14.413086,1.790583,19.698347,0.495664,10.151518,1.876988,5.738674,1.963704,0.004250,0.805058,0.473575,0.833499,11.304404,0.124862,14.133567,0.616071,34.275761,0.372380,539.660828,0.314431,1387.604492,0.133695,-76.250488,-1.207878,1670.958740,0.148658,926.008972,0.389383,-84.274109,-0.980283,2767.224365,0.089779,945.074158,0.248355,-88.739624,-0.892995,-19.525135,-0.437529,30.293839,0.345966,0.019728,1.433161,-0.005971,-2.681760,0.030977,0.696700,30.366932,0.461755,20.680672,0.495121,9.879363,2.261114,7.423603,1.702308,-4.603166,12.196491,-0.026930,0.024843,0.018379,1.886793,0.966184,0.675000,0.355000,0.223333,0.081786,-39.882393
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_neutral\OAF_sell_neutral.wav,neutral,1,33.042049,0.019208,32.636337,33.104691,33.328896,0.692558,31.964870,44.494232,8.647709,2.595016,0.211384,0.464900,0.125272,0.193922,0.301045,0.175774,1.332580,0.769873,0.564440,0.703837,0.034133,0.667398,19.115734,1.523842,14.964979,0.707746,-1.750814,-9.460008,-2.246029,-6.802316,0.004919,0.916538,0.580719,1.052279,11.337564,0.115745,8.231176,1.174491,36.356712,0.323601,595.801147,0.388926,1373.199951,0.120939,-66.541191,-1.383168,1643.267700,0.142997,1070.228516,0.259638,-74.468834,-1.105874,2828.240234,0.098829,910.381836,0.287991,-82.895447,-0.925591,-18.455292,-0.455212,34.325817,0.311509,0.026133,0.875827,-0.012005,-1.580260,0.040281,0.622136,35.770664,0.369584,14.350266,0.843933,-4.942332,-3.591089,-2.793703,-6.062441,0.443009,6.687227,-0.025592,0.030276,0.020468,1.793722,0.921659,0.750000,0.400000,0.315000,0.005000,-37.261719
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_neutral\OAF_shack_neutral.wav,neutral,1,33.252037,0.015924,32.874985,33.170940,33.584785,0.709801,17.915905,13.131817,5.462410,6.576554,0.203017,0.513391,0.112885,0.204596,0.291178,0.178294,1.363565,0.693376,1.225806,0.276240,0.033631,0.705684,19.887085,1.307171,8.068505,1.571747,6.314396,3.273346,7.488132,1.581694,0.006605,1.433789,0.536398,1.023700,10.850137,0.204472,13.787048,0.751715,34.143909,0.411252,634.985229,0.396011,1352.477783,0.115256,-74.502197,-1.239578,1714.339722,0.150389,1082.370361,0.362082,-82.123825,-1.022862,2833.756592,0.117559,969.101807,0.273327,-88.357254,-0.898711,-17.008131,-0.541088,30.236477,0.367952,0.022071,0.939448,-0.003301,-5.142371,0.039909,0.621021,35.621704,0.359996,8.889516,1.529347,1.875150,11.248372,7.354192,1.739551,-4.927203,12.643264,-0.023005,0.023778,0.023460,2.538071,1.041667,0.625000,0.355000,0.206667,0.086538,-38.042458
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_neutral\OAF_shall_neutral.wav,neutral,1,34.503178,0.197006,32.332298,32.597862,33.110634,0.778336,280.114075,275.524048,128.072067,112.015137,0.194872,0.465569,0.118011,0.199375,0.261321,0.143310,1.393965,0.685839,0.542134,0.439096,0.033531,0.495632,20.312727,1.331577,12.846875,0.848556,2.828874,7.300852,4.513208,3.289263,0.007818,1.172218,0.628552,1.030644,10.077476,0.311644,5.876861,1.941049,29.973450,0.706419,519.646484,0.331410,1268.284546,0.254389,-58.767467,-1.515364,1572.236084,0.141124,971.012939,0.295622,-63.699131,-1.232424,2708.294189,0.093684,964.889404,0.309809,-70.025665,-1.045953,-14.874338,-0.763884,28.794697,0.496576,0.016765,1.346242,-0.008399,-2.538109,0.035996,0.497814,30.238054,0.710877,12.373378,0.913290,-1.571445,-13.072239,5.042063,3.010467,-13.097363,21.984943,-0.044387,0.023135,0.027973,3.108808,2.139037,0.340000,0.371551,0.140000,0.120277,-39.015816
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_neutral\OAF_shawl_neutral.wav,neutral,1,33.307823,0.022176,32.730610,33.348751,33.594238,0.863628,39.399406,40.765079,8.697017,3.448194,0.230218,0.388732,0.145452,0.242352,0.303537,0.158085,1.719150,1.050742,0.639488,0.533420,0.035559,0.705461,23.393970,1.032192,12.045163,0.890795,-0.516387,-37.862453,-4.248422,-4.101089,0.005167,1.042793,0.468324,0.995404,11.310430,0.156031,9.274774,1.012056,33.912418,0.256119,623.425598,0.404077,1320.685547,0.138316,-57.728848,-1.535562,1692.562378,0.169818,1126.093750,0.427775,-68.054970,-1.155942,2843.342285,0.114509,965.008484,0.367932,-75.000122,-0.988741,-17.986744,-0.416267,32.282711,0.276559,0.029818,0.651809,-0.012672,-1.770184,0.039235,0.723464,35.663929,0.343857,12.796970,0.727409,-6.734403,-2.617745,-4.201629,-4.424610,-4.374970,12.090199,-0.018992,0.024027,0.026779,2.551021,1.052632,0.690000,0.360000,0.240000,0.010000,-36.914532
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_neutral\OAF_sheep_neutral.wav,neutral,1,33.940308,0.143923,32.741734,33.138420,33.479286,0.737553,24.744310,16.849998,145.831680,135.386978,0.192351,0.415867,0.131487,0.183565,0.281189,0.149702,1.275692,0.609326,0.833182,0.639535,0.033197,0.610845,17.292398,1.576957,12.787296,0.842162,11.715224,1.839502,3.967856,3.471868,0.006204,1.301731,0.577719,0.964967,10.825123,0.239777,14.475513,0.708590,33.830235,0.483444,586.750549,0.359547,1357.854980,0.162820,-68.279442,-1.333005,1657.567749,0.101357,971.988403,0.298059,-76.011124,-1.067369,2764.738037,0.090098,996.062988,0.250664,-79.509712,-0.961469,-17.885725,-0.527906,30.499155,0.408024,0.019931,1.132528,-0.002256,-7.558002,0.038627,0.558043,31.939196,0.519906,14.013249,0.727769,7.134187,3.171544,5.782815,2.250299,2.140466,4.749190,-0.016871,0.027454,0.020579,2.747253,1.704545,0.403333,0.407376,0.163333,0.102089,-37.632126
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_neutral\OAF_shirt_neutral.wav,neutral,1,34.038040,0.137363,32.761597,33.248642,33.597908,0.836311,174.516464,121.888062,169.111908,165.322571,0.179580,0.474193,0.093236,0.191687,0.257595,0.164359,1.375779,0.686401,1.205771,0.437768,0.031015,0.684711,17.941393,1.589794,12.649150,0.820148,4.806283,4.362060,6.851610,1.945921,0.006211,1.187094,0.537985,0.806139,10.900180,0.202145,13.821603,0.812424,38.949406,0.455538,676.838989,0.409270,1292.380249,0.136786,-80.827461,-1.161226,1755.617432,0.155514,1101.312866,0.335745,-87.730110,-0.951733,2902.276367,0.117931,1045.621460,0.315998,-93.966118,-0.827283,-17.559647,-0.577555,35.220814,0.354576,0.021611,0.961918,0.000996,20.813141,0.035764,0.679878,34.606453,0.506909,14.886950,0.746066,-1.713090,-11.910812,7.099699,1.874594,-3.206415,12.681397,-0.017428,0.027158,0.024182,2.985075,1.530612,0.410000,0.435660,0.165000,0.120934,-39.121758
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_neutral\OAF_should_neutral.wav,neutral,1,34.255157,0.147880,32.769722,33.163292,33.555237,0.785515,348.963379,242.202545,108.170624,103.924080,0.182440,0.473809,0.100543,0.198727,0.255328,0.154785,1.034931,0.421272,0.532799,0.574249,0.033734,0.667609,16.680292,1.712424,14.578900,0.762903,9.362666,2.108582,7.689196,1.566262,0.005380,1.163452,0.560524,0.914079,11.009765,0.222985,13.096534,0.941222,34.689178,0.506647,594.093384,0.422004,1297.659058,0.168998,-74.469650,-1.247044,1666.352783,0.172690,962.400818,0.275314,-82.719543,-0.998263,2805.960449,0.125311,955.840759,0.317787,-86.150719,-0.904750,-18.637445,-0.568016,32.570774,0.421447,0.019772,1.290260,-0.002404,-7.480351,0.038052,0.658414,32.161461,0.549059,15.878914,0.723321,3.103147,5.776382,7.920514,1.611547,-4.589369,12.398515,-0.036136,0.029417,0.024042,2.450980,1.515152,0.436667,0.433615,0.203333,0.110252,-38.405296
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_neutral\OAF_shout_neutral.wav,neutral,1,33.261063,0.014454,32.883518,33.338333,33.483269,0.599751,33.871613,38.923424,9.633232,10.459667,0.221059,0.429522,0.137236,0.225361,0.302493,0.165256,1.472466,0.576199,1.355177,0.577771,0.035256,0.637307,19.896383,1.361776,11.617821,0.903545,4.338535,4.408066,1.144103,11.068460,0.005054,1.163563,0.557426,1.012718,11.435064,0.158847,15.188378,0.661580,38.800720,0.322360,634.434326,0.424340,1305.552368,0.148743,-68.063301,-1.338025,1692.333862,0.170749,1054.005249,0.219620,-77.444229,-1.065130,2835.435059,0.125785,988.125854,0.301963,-85.963417,-0.892459,-18.227196,-0.475461,33.517971,0.302697,0.033519,0.585151,-0.005195,-3.067774,0.038285,0.639280,35.448441,0.353098,13.353569,0.788776,-1.551993,-12.063050,0.331192,38.015373,-0.764470,9.221796,-0.010917,0.023700,0.030697,2.912621,0.995025,0.680000,0.410000,0.200000,0.100333,-36.532917
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_neutral\OAF_size_neutral.wav,neutral,1,33.427921,0.011503,33.150146,33.440315,33.671867,0.521721,14.438282,14.975325,8.831210,4.640188,0.206730,0.448513,0.134454,0.227252,0.283943,0.149488,1.077736,0.760718,0.934858,0.131152,0.026882,0.523627,21.399200,1.229236,14.547439,0.612471,-3.725645,-5.117525,3.716169,3.064549,0.003552,0.879818,0.419026,1.057991,11.682589,0.116736,11.965147,0.668517,36.425510,0.330086,591.775940,0.377415,1395.416626,0.237377,-60.468624,-1.468168,1625.815308,0.155497,991.994385,0.189980,-66.751343,-1.210909,2797.305908,0.107908,972.441895,0.363647,-77.882774,-0.951304,-16.302767,-0.528188,33.187664,0.305375,0.029752,0.662651,-0.007804,-1.957433,0.030111,0.498434,35.684139,0.363712,12.934191,0.700034,-8.833552,-2.156242,5.007776,2.377009,-10.323452,18.898079,-0.035040,0.022662,0.018826,1.801802,0.925926,0.780000,0.340000,0.280000,0.030000,-37.970592
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_neutral\OAF_soap_neutral.wav,neutral,1,33.119701,0.016190,32.816483,33.102093,33.370960,0.554478,25.286484,28.508045,5.567082,6.678728,0.178871,0.532667,0.093484,0.181082,0.264367,0.170884,1.365098,0.672853,1.033830,0.251111,0.032351,0.763487,18.371088,1.553102,17.807497,0.549598,3.702132,4.266773,-0.777244,-20.908815,0.004483,0.895076,0.441277,0.813221,11.166168,0.177665,11.878503,0.778440,38.352509,0.271507,608.024902,0.372392,1320.643921,0.146150,-79.587509,-1.189969,1720.245605,0.185739,1078.032227,0.370503,-88.887749,-0.951518,2820.074219,0.102582,952.194275,0.324359,-95.014923,-0.836090,-20.423094,-0.468345,34.357197,0.297115,0.026714,0.812777,-0.011243,-1.832902,0.039888,0.704683,36.453007,0.357601,17.416754,0.620267,-2.226590,-7.196002,-2.650551,-6.921089,-9.093223,17.715605,-0.031462,0.025354,0.020180,2.380953,0.975610,0.640000,0.400000,0.240000,0.128323,-38.213341
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_neutral\OAF_soup_neutral.wav,neutral,1,33.215866,0.017199,32.793785,33.116814,33.692924,0.899139,25.527294,28.920126,5.010204,3.922422,0.169311,0.531868,0.099408,0.149684,0.254390,0.154982,0.848202,0.488155,1.123078,0.127365,0.030860,0.760159,17.044579,1.678323,15.896464,0.665900,3.875372,4.125638,1.984756,5.888945,0.004584,0.893707,0.537288,0.846018,11.371755,0.134440,16.210991,0.607810,39.847252,0.320780,589.367859,0.431129,1355.586304,0.156415,-85.710640,-1.131071,1643.567017,0.140111,1048.501953,0.271072,-89.722733,-0.961869,2807.487549,0.102598,916.703430,0.295966,-97.641724,-0.821916,-19.295221,-0.486974,34.109028,0.308751,0.026364,0.781888,-0.002270,-7.542561,0.038345,0.697024,35.613789,0.389507,15.717848,0.764723,-0.708600,-24.553545,2.720153,4.670036,-8.363313,16.886604,-0.032419,0.025032,0.020621,2.010050,1.030928,0.590000,0.390000,0.236667,0.091043,-38.474785
tess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\TESS\OAF_neutral\OAF_sour_neutral.wav,neutral,1,33.322075,0.012789,33.014797,33.372562,33.532166,0.517368,15.442882,12.175557,6.387179,3.261801,0.189099,0.457074,0.118249,0.185364,0.249183,0.130934,1.358378,0.460049,0.353391,0.355887,0.027479,0.571014,22.092073,1.255917,13.639194,0.779934,-1.483508,-13.165255,3.435606,3.522854,0.004106,0.990690,0.452056,0.975146,11.547874,0.144488,12.798549,0.757968,35.876068,0.364037,536.778076,0.417977,1328.431152,0.131913,-62.070400,-1.435187,1585.733154,0.170252,1050.416382,0.340951,-68.981758,-1.176911,2729.973877,0.116241,942.244385,0.345529,-79.393654,-0.937068,-17.033510,-0.564599,32.325100,0.312846,0.018588,1.043610,-0.005007,-3.278289,0.030409,0.570435,36.554188,0.361408,13.086907,0.912698,-4.836747,-4.158150,5.453438,2.257720,-2.610154,9.913627,-0.026976,0.027489,0.019990,2.392345,0.985222,0.725000,0.335000,0.270000,0.050000,-38.814709
